,origin,age,color,sex,import_type,sire,dam,dam_sire,horse_id
889,SAF,Unknown,Bay,Gelding,PPG,Count Dubois,Akilah,Al Mufti,S413
890,IRE,Unknown,Bay,Gelding,PP,Azamour,Tekindia,Indian Ridge,M207
891,IRE,Unknown,Chestnut,Gelding,PP,Trade Fair,Swizzle,Efisio,N120
892,IRE,Unknown,Chestnut,Gelding,PP,Peintre Celebre,Doohulla,Stravinsky,P118
893,NZ,Unknown,Bay,Gelding,PPG,Rip Van Winkle,Electrostatic,Elnadim,A191
894,AUS,Unknown,Brown,Gelding,PPG,Onemorenomore,Countess Bathory,Dracula,S323
895,NZ,Unknown,Bay,Gelding,PPG,Align,Wealth Star,Senor Pete,P135
896,NZ,Unknown,Bay,Gelding,PPG,Bertolini,Ebony Pearl,Ebony Grosve,M250
897,NZ,7,Bay,Gelding,PP,Road To Rock,Stylish Bel,Bel Esprit,V380
898,AUS,Unknown,Brown,Gelding,PPG,Lonhro,Change Of Control,Marauding,S426
899,IRE,Unknown,Bay,Gelding,PP,Vocalised,Christinas Letter,Galileo,A197
900,AUS,Unknown,Bay,Gelding,PP,Fastnet Rock,Lisson Grove,Dehere,T121
901,NZ,Unknown,Chestnut,Gelding,PPG,Danroad,Snow Reason,Sound Reason,P136
902,AUS,Unknown,Chestnut,Gelding,PPG,Stratum,Royal Snip,Royal Academy,S399
903,IRE,Unknown,Bay,Gelding,PP,Lope de Vega,Roscoff,Daylami,V053
904,GB,Unknown,Bay,Gelding,PPG,Makfi,Amicable Terms,Royal Applause,V234
905,GB,Unknown,Chestnut,Gelding,PP,New Approach,Height Of Vanity,Erhaab,T188
906,NZ,Unknown,Bay,Gelding,PPG,O'Reilly,The Dazzler,Centaine,P204
907,NZ,Unknown,Grey,Gelding,PP,Guillotine,Dusk,Marauding,T180
908,NZ,Unknown,Brown,Gelding,PPG,Pins,Bellataine,Centaine,S035
909,NZ,Unknown,Bay,Gelding,PP,Coats Choice,Blue Blond,Stravinsky,V017
910,AUS,Unknown,Bay,Gelding,PP,Hard Spun,La Carmencita,Rancho Ruler,T122
911,NZ,Unknown,Bay,Gelding,PP,Sandtrap,Pennies In Heaven,Pompeii Court,P195
912,NZ,Unknown,Chestnut,Gelding,PP,Bachelor Duke,Kadesa,Zabeel,P128
913,AUS,Unknown,Chestnut,Gelding,PP,Strada,Eugenie Gold,Bluebird,S417
914,AUS,Unknown,Brown,Gelding,PP,Old Deuteronomy,Ensejaam,End Sweep,T162
915,AUS,Unknown,Bay,Gelding,PP,More Than Ready,World Joy,Anabaa,V198
916,AUS,Unknown,Chestnut,Gelding,PPG,Foxwedge,Come Fly With Me,More Than Ready,V418
917,AUS,Unknown,Bay,Gelding,PPG,Lucky Owners,Princess Carnegie,Carnegie,P146
918,GB,Unknown,Chestnut,Gelding,PP,Medicean,Muschana,Deploy,M161
919,NZ,Unknown,Bay,Gelding,PPG,Sakhee's Secret,Winning Spree,Zabeel,S448
920,AUS,6,Bay,Gelding,PPG,Hinchinbrook,Flion Fenena,Lion Hunter,V397
921,GB,Unknown,Bay,Gelding,PP,Lawman,Rye,Charnwood Forest,S113
922,IRE,Unknown,Bay,Gelding,PP,Holy Roman Emperor,Lisa Gherardini,Barathea,A117
923,FR,Unknown,Bay,Gelding,PP,Lucky Story,Land Bound,Boundary,L254
924,AUS,Unknown,Brown,Gelding,PPG,Commands,Acupuncture,Pins,N019
925,NZ,Unknown,Bay,Gelding,PPG,Mastercraftsman,Leigh Valley,Bianconi,V035
926,NZ,Unknown,Bay,Gelding,PPG,Chianti,Uma,Sudurka,N202
927,AUS,Unknown,Bay,Gelding,PP,High Chaparral,Cashier,Danehill,V131
928,AUS,Unknown,Chestnut,Gelding,PP,Dylan Thomas,Sky Alert,Hurricane Sky,V355
929,NZ,Unknown,Bay,Gelding,PPG,Elusive City,Amalia,Deputy Governor,P216
930,USA,Unknown,Bay,Gelding,PP,First Defence,Family,Danzig,S110
931,AUS,Unknown,Bay,Gelding,PPG,Charge Forward,Soprana,Carnegie,S176
932,AUS,Unknown,Grey,Gelding,PP,Blevic,Miss Witness,El Moxie,T172
933,USA,Unknown,Grey,Gelding,PP,Highest Honor,Kalpita,Spinning World,L135
934,NZ,7,Bay,Gelding,PPG,O'Reilly,Former Glory,Dynaformer,A083
935,JPN,Unknown,Dark Bay,Mare,VIS,Manhattan Cafe,Aqua Ring,Anabaa,A613
936,IRE,Unknown,Bay,Gelding,PPG,Holy Roman Emperor,Aunt Nicola,Reel Buddy,S048
937,IRE,Unknown,Bay,Gelding,PP,Danehill Dancer,Bex,Explodent,M127
938,SPA,Unknown,Bay,Gelding,PP,Caradak,Topita,Daggers Drawn,V045
939,USA,Unknown,Bay,Gelding,PP,Henrythenavigator,Saintlike,Saint Ballado,V292
940,IRE,Unknown,Bay,Horse,VIS,Fastnet Rock,Descant,Nureyev,A610
941,AUS,Unknown,Grey,Gelding,PP,Aussie Rules,Aqua Velva,Spectrum,P373
942,NZ,Unknown,Bay,Gelding,PPG,Sandtrap,Scuderia,Minardi,T042
943,AUS,Unknown,Brown,Gelding,PPG,Drumbeats,Lights Off,Way Of Light,A204
944,IRE,Unknown,Bay,Gelding,PP,Oratorio,Fancy Intense,Peintre Celebre,S330
945,AUS,Unknown,Bay,Gelding,VIS,Beneteau,Helena Girl,Commands,A622
946,NZ,Unknown,Bay,Gelding,PPG,Savabeel,Ferazzure,Cape Cross,P438
947,NZ,Unknown,Bay,Gelding,PPG,Sakhee's Secret,Gypsy's Daughter,Mi Preferido,P437
948,AUS,Unknown,Brown,Gelding,PP,Teofilo,Tahnee Topaz,Lonhro,V220
949,AUS,Unknown,Chestnut,Gelding,PPG,Written Tycoon,Karedane,Danehill Dancer,T268
950,AUS,Unknown,Bay,Gelding,PPG,Flying Spur,Hasna,Snippets,M273
951,NZ,Unknown,Bay,Gelding,PP,Iffraaj,Slievenamon Marie,King Of Kings,T075
952,AUS,Unknown,Bay,Gelding,PP,All American,Illusionary,Hussonet,T418
953,IRE,Unknown,Bay,Horse,VIS,Galileo,Hveger,Danehill,V623
954,NZ,7,Bay,Gelding,PPG,Red Giant,Quality Dream,Elusive Quality,V274
955,NZ,Unknown,Bay,Gelding,PPG,Elusive City,Snaabelle,Snaadee,S088
956,AUS,Unknown,Chestnut,Gelding,PPG,Good Journey,Classy Gift,With Class,T008
957,GB,Unknown,Bay,Gelding,ISG,Acclamation,Aberavon,Cadeaux Genereux,T323
958,NZ,Unknown,Chestnut,Gelding,PPG,Swiss Ace,Perfect Silhouette,More Than Ready,V348
959,SAF,Unknown,Bay,Gelding,PP,Sail From Seattle,Gardener's Delight,Gaint's Causeway,S276
960,AUS,Unknown,Bay,Gelding,PP,Myboycharlie,Zugat,King Cugat,S350
961,NZ,Unknown,Bay,Gelding,PPG,Raise The Flag,Stage Flash,Lake Coniston,T264
962,NZ,Unknown,Bay,Gelding,PP,Postponed,Red Mariete,Red Ransom,P402
963,AUS,Unknown,Chestnut,Gelding,VIS,Strada,Star Above,Zabeel,S621
964,AUS,Unknown,Bay,Gelding,PPG,Hussonet,Mariner's Court,Helissio,S369
965,AUS,6,Bay,Gelding,PPG,Captain Sonador,Pyramisa's Lass,Not A Single Doubt,V303
966,NZ,Unknown,Chestnut,Gelding,PPG,Battle Paint,Dominica,Cape Cross,T181
967,AUS,Unknown,Bay,Gelding,PPG,Not A Single Doubt,Leisure Pass,Umatilla,V258
968,GER,Unknown,Bay,Gelding,ISG,Soldier Hollow,C'est L'Amour,Whipper,A308
969,AUS,6,Bay,Gelding,PPG,Red Element,Bokissa,Bradbury's Luck,A208
970,AUS,Unknown,Bay,Gelding,PP,Jet Spur,Ten Eighty,Volksraad,T239
971,AUS,8,Bay,Gelding,PPG,Danzero,Dance Hit,Tights,T022
972,AUS,Unknown,Grey,Gelding,PPG,Snippetson,Rapid Smile,Carry A Smile,P029
973,AUS,Unknown,Brown,Gelding,PP,Fusaichi Pegasus,Rogan's Gem,Orpen,N265
974,NZ,Unknown,Bay,Gelding,VIS,Elusive City,Swiftsure,Jungle Pocket,A604
975,AUS,Unknown,Bay,Gelding,PP,Smart Missile,Some Girls Do,More Than Ready,A214
976,IRE,7,Grey,Gelding,ISG,Fastnet Rock,Amenixa,Linamix,V329
977,AUS,Unknown,Bay,Gelding,PPG,Testa Rossa,Show No Restraint,Barathea,N445
978,AUS,Unknown,Bay,Gelding,PPG,Exceed And Excel,On Hallowed Ground,Don't Say Halo,T176
979,FR,Unknown,Chestnut,Gelding,VIS,Deportivo,Grenoble,Marignan,V612
980,NZ,Unknown,Bay,Gelding,PPG,Falkirk,Courtly Fashion,Black Minnaloushe,T025
981,AUS,Unknown,Bay,Gelding,PPG,Not A Single Doubt,Arthur's Lass,Unduplicated,A104
982,AUS,Unknown,Bay,Gelding,PPG,Fastnet Rock,West Of Katrina,Gone West,T137
983,NZ,Unknown,Bay,Gelding,ISG,Pins,Lucida,O'Reilly,T339
984,NZ,6,Bay,Brown,PPG,Per Incanto,Godspell,Xaar,V376
985,GB,Unknown,Bay,Gelding,PP,Royal Applause,Naizak,Medicean,V117
986,IRE,Unknown,Brown,Gelding,ISG,Footstepsinthesand,Capriole,Noverre,V318
987,AUS,Unknown,Bay,Gelding,PPG,Lonhro,Snippety Eve,Pins,T032
988,NZ,Unknown,Chestnut,Gelding,PPG,Traditionally,Mirima,Last Tycoon,H173
989,NZ,Unknown,Chestnut,Gelding,PP,Brilliance,Clonpet,Hadaad,P001
990,IRE,Unknown,Bay,Gelding,PP,Dylan Thomas,Tango Tonic,Trans Island,S109
991,GB,Unknown,Bay,Gelding,PP,Iceman,Colonel's Daughter,Colonel Collins,N187
992,AUS,Unknown,Brown,Gelding,PPG,Strada,Dublin Me Bet,O'Reilly,P063
993,NZ,6,Brown,Gelding,PPG,Savabeel,Quatro,Rock Of Gibraltar,A277
994,NZ,Unknown,Bay,Gelding,VIS,One Cool Cat,Dream Princess,Maroof,A611
995,NZ,Unknown,Chestnut,Gelding,PPG,Starcraft,Lady Twain,Flying Spur,S139
996,NZ,Unknown,Bay,Gelding,PP,Bahhare,Miss Lewinsky,Pentire,N303
997,NZ,7,Grey,Gelding,PPG,Mastercraftsman,Just A Dream,Volksraad,A055
998,NZ,7,Bay,Gelding,PPG,Casino Prince,Miraflores,Johar,A044
999,AUS,Unknown,Brown,Gelding,PPG,Domesday,Family Breakup,Octagonal,S421
1000,JPN,Unknown,Bay,Mare,VIS,Fuji Kiseki,Never Period,Taiki Shuttle,T606
1001,AUS,Unknown,Bay,Gelding,PPG,Strada,Snapwood,Bin Ajwaad,N434
1002,USA,Unknown,Chestnut,Gelding,ISG,Lion Heart,Silent Academy,Royal Academy,P237
1003,USA,Unknown,Bay,Gelding,PP,Lemon Drop Kid,La Sarto,Cormorant,P266
1004,NZ,Unknown,Bay,Gelding,PPG,Red Giant,Sweet Vibes,Danehill,T140
1005,NZ,Unknown,Bay,Gelding,PP,Painted Black,Validify,Kashani,P130
1006,AUS,6,Bay,Gelding,PPG,Not A Single Doubt,Plain Crazy,Bite The Bullet,A189
1007,AUS,Unknown,Bay,Gelding,PPG,Magic Albert,Inaname,Catbird,V157
1008,AUS,8,Grey,Gelding,PP,Reaan,Grey Deceiver,Commands,T400
1009,IRE,Unknown,Bay,Gelding,PP,Acclamation,Amistad,Winged Love,P262
1010,IRE,Unknown,Bay,Brown,VIS,Dylan Thomas,Mother Of Pearl,Sadler's Wells,T609
1011,AUS,Unknown,Bay,Gelding,ISG,Fastnet Rock,Elite Circle,Encosta de Lago,T343
1012,AUS,Unknown,Brown,Gelding,PPG,Nadeem,So Gorgeous,Brief Truce,N152
1013,AUS,Unknown,Chestnut,Gelding,PPG,Written Tycoon,Minka,Haayil,S400
1014,IRE,Unknown,Bay,Gelding,PPG,Marju,Encouragement,Royal Applause,N110
1015,NZ,Unknown,Bay,Gelding,PPG,Alamosa,Nikey Davone,Bertolini,S389
1016,AUS,Unknown,Bay,Gelding,PPG,Bernardini,Snowfall,End Sweep,P073
1017,IRE,Unknown,Bay,Gelding,ISG,Kodiac,Call Later,Gone West,V331
1018,NZ,Unknown,Bay,Gelding,PPG,Coats Choice,Elle Taine,Centaine,S128
1019,NZ,Unknown,Chestnut,Gelding,PPG,Volksraad,Parity,Generous,N084
1020,AUS,Unknown,Brown,Gelding,PPG,High Chaparral,Red Hot Mama,General Nediym,S423
1021,NZ,Unknown,Bay,Gelding,PP,Darci Brahma,Lava Lady,Kenmare,A261
1022,AUS,Unknown,Grey,Gelding,PP,Murtajill,Missliyev,Fasliyev,S315
1023,IRE,Unknown,Bay,Gelding,PP,High Chaparral,Irish Style,Mujadil,P425
1024,NZ,9,Chestnut,Gelding,PPG,Sakhee's Secret,Dantessa,Danasinga,S093
1025,IRE,Unknown,Grey,Gelding,PP,Mastercraftsman,Splash Mountain,Peintre Celebre,T366
1026,AUS,Unknown,Bay,Gelding,PP,Hussonet,Weaver Of Words,Danehill,S162
1027,IRE,Unknown,Bay,Gelding,PP,Oratorio,Bluebell Wood,Bluebird,P272
1028,NZ,7,Bay,Gelding,PPG,Per Incanto,Vital Choice,Stratum,A057
1029,NZ,Unknown,Bay,Gelding,PP,Bertolini,French Kiss,Paris House,N262
1030,NZ,Unknown,Bay,Gelding,PPG,Showcasing,Danceabeel,Zabeel,V105
1031,AUS,Unknown,Bay,Gelding,PPG,Fastnet Rock,Dakota Sue,Pollard's Vision,V086
1032,AUS,Unknown,Bay,Gelding,PPG,Henrythenavigator,Minnie Deal,Street Cry,T029
1033,GB,Unknown,Bay,Gelding,PP,Dutch Art,Black Belt Shopper,Desert Prince,V187
1034,NZ,Unknown,Chestnut,Gelding,PPG,Postponed,Repetition,Kingdom Bay,N433
1035,AUS,Unknown,Bay,Gelding,PPG,Alamosa,Tully Lass,Volksraad,S084
1036,AUS,Unknown,Brown,Gelding,PPG,Bel Esprit,Murray Mary,Black Minnaloushe,T167
1037,NZ,Unknown,Brown,Gelding,PPG,O'Reilly,Curbyourenthusiasm,Danasinga,S032
1038,NZ,Unknown,Brown,Gelding,PP,Zorro's Lad,Malvern Lass,Kreisler,K360
1039,NZ,Unknown,Chestnut,Gelding,PPG,Coats Choice,Illusive Hope,Spectrum,T020
1040,ARG,Unknown,Chestnut,Gelding,PPG,Peintre Celebre,Lady Nicole,West By West,M360
1041,IRE,Unknown,Bay,Gelding,PP,Cape Cross,Faithful One,Dubawi,V349
1042,GB,Unknown,Bay,Gelding,PPG,Marju,High Barn,Shirley Heights,K411
1043,NZ,Unknown,Chestnut,Gelding,PPG,Chinese Dragon,Jet Set Chic,Jetball,S384
1044,NZ,Unknown,Bay,Gelding,PPG,Bel Esprit,Sabio Lass,Carnegie,P197
1045,AUS,Unknown,Bay,Gelding,PP,Domesday,Nurmaah,Rock Of Gibraltar,T397
1046,NZ,Unknown,Bay,Gelding,PPG,Keeper,Laurel,Woodman,S133
1047,AUS,Unknown,Chestnut,Gelding,PP,Sebring,Elle Labelle,Elvstroem,A297
1048,NZ,Unknown,Bay,Brown,PP,Showcasing,Fantasy World,Zabeel,V395
1049,NZ,Unknown,Bay,Gelding,PPG,Thorn Park,Kashira,Montjeu,T046
1050,NZ,Unknown,Brown,Gelding,PP,O'Reilly,Tropical Beat,Hurricane Sky,V415
1051,AUS,6,Bay,Gelding,PP,Pluck,Miguelita,Danehill,A040
1052,IRE,Unknown,Bay,Gelding,PPG,Fastnet Rock,Ardere,El Prado,V248
1053,IRE,Unknown,Bay,Gelding,PP,Marju,Be Crafty,Crafty Prospector,L140
1054,IRE,Unknown,Black,Horse,PP,Cacique,Es Que,Inchinor,N169
1055,IRE,Unknown,Bay,Gelding,PP,Amadeus Wolf,Pearls Of Wisdom,Kyllachy,S247
1056,AUS,Unknown,Bay,Gelding,PP,Rothesay,So In Need,Nediym,V256
1057,GB,Unknown,Bay,Gelding,PP,Invincible Spirit,Lesgor,Irish River,M057
1058,AUS,Unknown,Bay,Gelding,PPG,Casino Prince,Ausbred Chic,Grand Lodge,S012
1059,AUS,Unknown,Bay,Gelding,PPG,Strada,Accent,Nassipour,S433
1060,NZ,Unknown,Bay,Gelding,PP,Ishiguru,Kessem's Dream,Kessem,M246
1061,AUS,Unknown,Bay,Gelding,PPG,Bernardini,Miguelita,Danehill,T182
1062,AUS,8,Chestnut,Gelding,PP,Husson,Russian Belle,Stravinsky,T380
1063,FR,Unknown,Bay,Gelding,PP,Sea The Stars,Shemaya,Darshaan,T143
1064,AUS,Unknown,Bay,Gelding,PP,Nicconi,Divine Choice,Rock Of Gibraltar,V135
1065,NZ,Unknown,Bay,Gelding,PP,Rios,Playacting,Royal Academy,V094
1066,AUS,Unknown,Chestnut,Gelding,PPG,Magic Albert,Grand Bird,Catbird,T216
1067,AUS,Unknown,Bay,Gelding,PPG,Encosta de Lago,Skates,Danehill,S205
1068,AUS,Unknown,Bay,Gelding,PP,I Am Invincible,Gold Licence,Hussonet,T399
1069,AUS,Unknown,Bay,Gelding,PPG,Oamaru Force,Curzon Dancer,Danehill Dancer,A144
1070,AUS,Unknown,Chestnut,Gelding,PPG,Magic Albert,Spire,Danehill,S396
1071,IRE,Unknown,Bay,Gelding,PP,Shamardal,Takaliya,Darshaan,N384
1072,AUS,6,Bay,Gelding,PPG,Tickets,Fleur de Lion,Tale Of The Cat,A179
1073,AUS,8,Bay,Gelding,PPG,More Than Ready,Dizelle,Zabeel,T281
1074,GB,Unknown,Bay,Gelding,PP,Compton Place,Guermantes,Distant Relative,S142
1075,AUS,Unknown,Bay,Gelding,PPG,Good Journey,Be My Person,Personal Flag,P110
1076,AUS,Unknown,Bay,Gelding,PPG,Congrats,Secover,Danehill,A102
1077,NZ,Unknown,Brown,Gelding,PP,Savabeel,Generous Nature,Carnegie,T127
1078,ITY,Unknown,Bay,Gelding,PP,Dr Fong,Sommerflora,Pivotal,T284
1079,AUS,Unknown,Chestnut,Gelding,PP,Helmet,Preserve,Canny Lad,A250
1080,GB,Unknown,Bay,Gelding,PPG,Bahamian Bounty,Latent Lover,In The Wings,P353
1081,AUS,Unknown,Chestnut,Gelding,PP,Hussonet,Ambika,Indian Danehill,V297
1082,GB,Unknown,Bay,Gelding,PP,Bahamian Bounty,Gee Kel,Danehill Dancer,P190
1083,AUS,Unknown,Bay,Gelding,PPG,Zariz,Ponder,Strategic,V262
1084,AUS,Unknown,Brown,Gelding,PPG,Myboycharlie,Montelimar,Fusaichi Pegasus,T248
1085,JPN,Unknown,Dark Bay,Horse,VIS,Marju,Jioconda,Rossini,V632
1086,AUS,6,Bay,Gelding,PPG,Choisir,A Class Act,Brief Truce,A075
1087,NZ,Unknown,Bay,Gelding,PPG,Iffraaj,Danasia,Danehill,V155
1088,AUS,Unknown,Bay,Gelding,ISG,Encosta de Lago,Sun Song,Desert Sun,P230
1089,NZ,Unknown,Bay,Gelding,PPG,Ishiguru,Glo By J'Lo,Green Perfume,P081
1090,GB,Unknown,Bay,Gelding,PP,Bahamian Bounty,Sheer Indulgence,Pivotal,T050
1091,GB,Unknown,Bay,Gelding,PP,Dutch Art,Lalectra,King Charlemagne,S107
1092,AUS,8,Brown,Gelding,PP,Show A Heart,Twirling Heights,Spinning World,T273
1093,GB,Unknown,Bay,Gelding,ISG,Invincible Spirit,My Renee,Kris S,T333
1094,AUS,Unknown,Bay,Gelding,PP,Not A Single Doubt,Richie's Pet,Splendent,P414
1095,AUS,Unknown,Chestnut,Gelding,PP,Dehere,Crackle Dash,Hennessy,T159
1096,AUS,7,Bay,Gelding,PP,Onemorenomore,Krysia,Elvstroem,V207
1097,AUS,Unknown,Chestnut,Gelding,ISG,Magic Albert,Romany Flyer,Catbird,T342
1098,NZ,Unknown,Bay,Gelding,PPG,Keeper,Heavenly Trail,Godswalk,N282
1099,NZ,Unknown,Bay,Gelding,PPG,Savabeel,Eden,Zeditave,V039
1100,AUS,Unknown,Chestnut,Gelding,PPG,Show A Heart,Swinging Feeling,Danasinga,P149
1101,SAF,Unknown,Bay,Gelding,PP,King Of Kings,Mabaleng,Sportsworld,P398
1102,GB,Unknown,Chestnut,Gelding,PP,Selkirk,Starfan,Lear Fan,N209
1103,AUS,Unknown,Bay,Gelding,PP,Northern Meteor,Tactfully,Flying Spur,T171
1104,AUS,8,Bay,Gelding,PP,Churchill Downs,Caralowe,Hennessy,T348
1105,NZ,Unknown,Brown,Gelding,PPG,Pins,Bellataine,Centaine,N167
1106,IRE,Unknown,Bay,Gelding,PP,Invincible Spirit,Cephalonie,Kris S,V166
1107,IRE,Unknown,Bay,Gelding,PP,Kheleyf,Fancy Theory,Quest For Fame,N397
1108,AUS,Unknown,Bay,Gelding,PPG,I Am Invincible,Chirurgo Dame,Flying Spur,V203
1109,USA,8,Chestnut,Gelding,PP,Hard Spun,Fine Jade,Jade Hunter,V119
1110,AUS,Unknown,Bay,Gelding,PP,Snitzel,Thunder Belle,Thunder Gulch,V150
1111,NZ,Unknown,Brown,Gelding,PPG,Thorn Park,Miss Distinction,Bletchencore,V296
1112,AUS,8,Brown,Gelding,PP,Dane Shadow,Borobodur,Strategic,T372
1113,IRE,Unknown,Bay,Gelding,PP,Invincible Spirit,Riotous Applause,Royal Applause,P265
1114,NZ,Unknown,Bay,Gelding,PP,Fully Fledged,Cannikin,Canny Lad,S348
1115,AUS,Unknown,Bay,Gelding,PP,Churchill Downs,Rose Line,Alannan,S415
1116,USA,7,Chestnut,Gelding,PP,Giant's Causeway,Canterbury Lace,Danehill,A114
1117,AUS,Unknown,Bay,Gelding,PP,Duporth,Calibre Cut,Danehill Dancer,V128
1118,NZ,Unknown,Bay,Gelding,PPG,Darci Brahma,Mystify,Montjeu,S268
1119,AUS,Unknown,Bay,Gelding,PPG,Stryker,Flushed,Redding,A283
1120,IRE,Unknown,Bay,Gelding,PP,Big Bad Bob,Heroine,Sadler's Wells,P096
1121,AUS,Unknown,Bay,Gelding,VIS,Mossman,Spirit Of The Nite,Slavic,S623
1122,IRE,Unknown,Brown,Gelding,PP,Invincible Spirit,Doula,Gone West,N254
1123,NZ,Unknown,Bay,Gelding,PP,Zed,Simply Sally,Sackford,S083
1124,IRE,Unknown,Chestnut,Gelding,PP,Showcasing,Armanda,Acatenango,V247
1125,AUS,Unknown,Chestnut,Gelding,PPG,Magic Albert,Lady Starstruck,Mr Henrysee,P180
1126,AUS,Unknown,Brown,Gelding,PPG,Astronomer Royal,Camomile,Octagonal,T166
1127,NZ,Unknown,Bay,Gelding,ISG,Commands,Laurinel Princess,Desert Prince,T341
1128,AUS,Unknown,Bay,Gelding,PP,Red Dazzler,Silky Tiger,Hold That Tiger,A352
1129,NZ,Unknown,Bay,Gelding,PP,Iffraaj,Clavarias,Candy Stripes,S182
1130,NZ,Unknown,Bay,Gelding,PPG,Pins,Cause A Scene,Scenic,N359
1131,AUS,Unknown,Bay,Gelding,PPG,Bel Esprit,Straight By,Mookta,N092
1132,AUS,Unknown,Bay,Gelding,PPG,Beneteau,Gift Bouquet,King's High,V282
1133,NZ,Unknown,Bay,Gelding,PPG,Iffraaj,China Choice,Encosta de Lago,V031
1134,ITY,Unknown,Bay,Gelding,PP,Storm Mountain,Certosa Di Pavia,Haafhd,A156
1135,AUS,Unknown,Bay,Gelding,PP,Bernardini,La Falette,Faltaat,T313
1136,AUS,Unknown,Bay,Gelding,PP,Holy Roman Emperor,Madam Spank,Bellotto,P301
1137,NZ,6,Bay,Gelding,PPG,Ekraar,Keeperinthemyst,Keeper,A267
1138,NZ,Unknown,Chestnut,Gelding,PPG,Ishiguru,Greensleeves,Green Perfume,N134
1139,AUS,Unknown,Bay,Gelding,PPG,Tale Of The Cat,Dance Move,Danehill Dancer,T073
1140,AUS,Unknown,Chestnut,Gelding,PPG,Ad Valorem,Jahre,Encosta de Lago,V004
1141,GB,9,Bay,Gelding,PP,Myboycharlie,Lilli Marlane,Sri Pekan,S254
1142,AUS,Unknown,Bay,Gelding,PPG,Commands,La Silva,Octagonal,S419
1143,NZ,Unknown,Bay,Gelding,PP,Perfectly Ready,Chillies,Wild Rampage,T317
1144,AUS,Unknown,Bay,Gelding,PPG,Not A Single Doubt,Annie's River,Canny Lad,P058
1145,AUS,Unknown,Brown,Gelding,PP,Medaglia d'Oro,Across The Moon,Stratum,A139
1146,NZ,Unknown,Bay,Gelding,PPG,Fast 'N' Famous,Gilfinali,Blues Traveller,A289
1147,AUS,Unknown,Bay,Gelding,PPG,Hussonet,Work Of Heart,Revoque,V212
1148,AUS,Unknown,Bay,Brown,VIS,California Dane,Texarcana,More Than Ready,A602
1149,NZ,Unknown,Bay,Gelding,PPG,Battle Paint,Limelight,Deputy Governor,T294
1150,NZ,Unknown,Bay,Gelding,PP,Pins,The Bod,Spectrum,P157
1151,IRE,Unknown,Bay,Gelding,PP,Azamour,Cadence,Cadeaux Genereux,S076
1152,AUS,9,Chestnut,Gelding,PP,Exceed And Excel,Grilse,Rahy,S235
1153,AUS,Unknown,Brown,Gelding,PP,Bel Esprit,Vegas Show,Keltrice,T419
1154,IRE,Unknown,Brown,Gelding,ISG,Anabaa,Lanciana,Acatenango,P363
1155,AUS,Unknown,Bay,Gelding,PPG,So You Think,Dariana,Redoute's Choice,A014
1156,IRE,Unknown,Chestnut,Gelding,PP,Intense Focus,Farida,Soviet Star,T111
1157,FR,Unknown,Bay,Brown,PPG,Footstepsinthesand,Jennie Jerome,Pivotal,V312
1158,NZ,Unknown,Chestnut,Gelding,PPG,Iffraaj,Swan Lake,Green Perfume,V034
1159,NZ,Unknown,Bay,Gelding,PPG,High Chaparral,Queen Caelia,Sir Tristram,T228
1160,GB,Unknown,Chestnut,Gelding,PP,Dutch Art,Highland Starlight,Dixieland Band,V177
1161,NZ,Unknown,Bay,Gelding,PP,Falkirk,Flying Spray,Hunza Court,M376
1162,NZ,Unknown,Bay,Gelding,PPG,Pins,Bali Sugar,Christmas Tree,V145
1163,IRE,Unknown,Bay,Gelding,PP,Canford Cliffs,Awjila,Oasis Dream,A162
1164,FR,Unknown,Bay,Gelding,PP,Anabaa Blue,Domus Orea,Gone West,P116
1165,NZ,Unknown,Chestnut,Gelding,PPG,Coats Choice,Chimalis,Chief Bearhart,S444
1166,NZ,Unknown,Bay,Gelding,PP,Lucky Unicorn,Dawn Run,Sir Tristram,M377
1167,AUS,Unknown,Brown,Gelding,PP,Captain Sonador,Pyramisa's Lass,Not A Single Doubt,V410
1168,NZ,Unknown,Chestnut,Gelding,PPG,Castledale,Princess Elite,Royal Academy,P008
1169,NZ,Unknown,Brown,Gelding,ISG,Savabeel,Lucida,O'Reilly,V333
1170,NZ,Unknown,Bay,Gelding,ISG,Encosta de Lago,Giovana,Blues Traveller,S220
1171,IRE,Unknown,Bay,Gelding,PP,Chineur,Knapton Hill,Zamindar,N193
1172,NZ,Unknown,Bay,Gelding,PP,O'Reilly,Minnie Belt,Oregon,N309
1173,AUS,Unknown,Bay,Gelding,PPG,New Approach,Wannabe Grand,Danehill,V366
1174,AUS,Unknown,Chestnut,Gelding,PPG,Star Witness,Venassas Jig,Street Cry,V261
1175,NZ,Unknown,Chestnut,Gelding,PPG,Thorn Park,Deceit,Casual Lies,T385
1176,AUS,Unknown,Bay,Gelding,PP,Written Tycoon,Whinewomen'N'song,Danasinga,V362
1177,AUS,Unknown,Bay,Gelding,ISG,Starcraft,Top Cuban,Anabaa,V328
1178,IRE,Unknown,Chestnut,Gelding,PPG,Sir Prancealot,Tides,Bahamian Bounty,A243
1179,AUS,Unknown,Chestnut,Gelding,PP,Canny Lad,Material Girl,Flying Spur,N389
1180,GB,Unknown,Bay,Gelding,PP,Kyllachy,Lihou Island,Beveled,M400
1181,USA,Unknown,Bay,Gelding,PP,Arch,Magic Of Love,Magic Ring,N224
